"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA028 Agriculture: intensity,Code: EA028 Agriculture: intensity,Description: EA028 Agriculture: intensity,Comment: EA028 Agriculture: intensity,Subcase: EA028 Agriculture: intensity,References: EA028 Agriculture: intensity,Focal Year: EA112 Trance states,Code: EA112 Trance states,Description: EA112 Trance states,Comment: EA112 Trance states,Subcase: EA112 Trance states,References: EA112 Trance states,Focal Year: EA034 Religion: high gods,Code: EA034 Religion: high gods,Description: EA034 Religion: high gods,Comment: EA034 Religion: high gods,Subcase: EA034 Religion: high gods,References: EA034 Religion: high gods,Focal Year: EA035 Games,Code: EA035 Games,Description: EA035 Games,Comment: EA035 Games,Subcase: EA035 Games,References: EA035 Games
Ethnographic Atlas,Tlingit,Nb22,xd1082,Tlingit (Nb22),58.12,-133.92,58.0,-134.0,tlin1245,Tlingit,tli,Athapaskan-Eyak-Tlingit,1880,1,Complete absence of agriculture,,with special reference to the Chilkat,Durlach(1928); Oberg(1934); Krause(1956); Swanton(1908); Jochelson(1926); ,1880,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,with special reference to the Chilkat,,1880,1,A high god absent or not reported in substantial descriptions of religious beliefs,,with special reference to the Chilkat,Durlach(1928); Oberg(1934); Krause(1956); Swanton(1908); Jochelson(1926); ,1880,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,with special reference to the Chilkat,Durlach(1928); Oberg(1934); Krause(1956); Swanton(1908); Jochelson(1926); 
Ethnographic Atlas,Bwaka,Ai23,xd352,Bwaka (Ai23),3.0,19.0,3.0,19.0,ngba1284,Ngbaka Ma'bo,nbm,Atlantic-Congo,1920,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,,Poutrin(1910); Tessman(1929); Burssens(1958); Crabbeck(1943); ,1920,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1920,2,A high god present but otiose or not concerned with human affairs,,,Poutrin(1910); Tessman(1929); Burssens(1958); Crabbeck(1943); ,1920,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Poutrin(1910); Tessman(1929); Burssens(1958); Crabbeck(1943); 
Ethnographic Atlas,Tohono O'odham,Ni2,xd1287,Papago (Ni2),31.0,-112.0,31.0,-112.0,toho1246,Tohono O'odam,,Uto-Aztecan,1930,6,Intensive cultivation where it is largely dependent upon irrigation,,,Joseph et al.(1949); Underhill(1936); Underhill(1939); Castetter and Bell(1942); Lumholtz(1912); ,1930,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1930,4,"A high god present, active, and specifically supportive of human morality",,,Joseph et al.(1949); Underhill(1936); Underhill(1939); Castetter and Bell(1942); Lumholtz(1912); ,1930,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Joseph et al.(1949); Underhill(1936); Underhill(1939); Castetter and Bell(1942); Lumholtz(1912); 
Ethnographic Atlas,Klamath,Nc8,xd1139,Klamath (Nc8),43.0,-122.0,43.0,-122.0,klam1254,Klamath-Modoc,kla,Klamath-Modoc,1860,1,Complete absence of agriculture,,Klamath Tribe,Voegelin(1942); Gatschet(1890); Pearsall(1950); Stern(1965); Spier(1930); ,1860,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,Klamath Tribe,,1860,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Klamath Tribe,Voegelin(1942); Gatschet(1890); Pearsall(1950); Stern(1965); Spier(1930); ,1860,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,Klamath Tribe,Voegelin(1942); Gatschet(1890); Pearsall(1950); Stern(1965); Spier(1930); 
Ethnographic Atlas,Mbuti,Aa5,xd5,Mbuti (Aa5),2.0,28.0,2.0,28.0,kang1285,Kango (Tshopo District),kzy,Atlantic-Congo,1930,1,Complete absence of agriculture,,"Epulu net-hunters, Ituri forest",De Leeuwe(1966); Putnam(1948); Hart(1978); Turnbull(1983); Turnbull(1965c); Turnbull(1965b); Turnbull(1965a); Turnbull(1961); ,1930,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,"Epulu net-hunters, Ituri forest",,1930,1,A high god absent or not reported in substantial descriptions of religious beliefs,,"Epulu net-hunters, Ituri forest",De Leeuwe(1966); Putnam(1948); Hart(1978); Turnbull(1983); Turnbull(1965c); Turnbull(1965b); Turnbull(1965a); Turnbull(1961); ,1930,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,"Epulu net-hunters, Ituri forest",De Leeuwe(1966); Putnam(1948); Hart(1978); Turnbull(1983); Turnbull(1965c); Turnbull(1965b); Turnbull(1965a); Turnbull(1961); 
Ethnographic Atlas,Navajo,Nh3,xd1279,Navaho (Nh3),37.0,-110.0,37.0,-110.0,nava1243,Navajo,nav,Athapaskan-Eyak-Tlingit,1930,6,Intensive cultivation where it is largely dependent upon irrigation,,,Leighton and Kluckhohn(1947); Franciscan Fathers(1910); Kluckhohn(1947); Kluckhohn and Leighton(1946); Goldfrank(1945b); Hill(1938); Reichard(1928); ,1930,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,1930,1,A high god absent or not reported in substantial descriptions of religious beliefs,Also a considerably smaller number of cattle and horses,,Leighton and Kluckhohn(1947); Franciscan Fathers(1910); Kluckhohn(1947); Kluckhohn and Leighton(1946); Goldfrank(1945b); Hill(1938); Reichard(1928); ,1930,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Leighton and Kluckhohn(1947); Franciscan Fathers(1910); Kluckhohn(1947); Kluckhohn and Leighton(1946); Goldfrank(1945b); Hill(1938); Reichard(1928); 
Ethnographic Atlas,Atayal,Ia1,xd732,Atayal (Ia1),24.0,121.0,24.0,121.0,atay1247,Atayal,tay,Austronesian,1930,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,Atayal Tribe (but exdluding Sedeq),Ferrell(1969); Ruey(1955); Mabuchi(1960); Ruey(nd); Okada(1949); ,1930,1,"Trance behavior is known to occur, but there is no belief in possession.",,Atayal Tribe (but exdluding Sedeq),,1930,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Atayal Tribe (but exdluding Sedeq),Ferrell(1969); Ruey(1955); Mabuchi(1960); Ruey(nd); Okada(1949); ,1930,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Atayal Tribe (but exdluding Sedeq),Ferrell(1969); Ruey(1955); Mabuchi(1960); Ruey(nd); Okada(1949); 
Ethnographic Atlas,Dakelh,Na19,xd1035,Carrier (Na19),54.0,-124.0,54.0,-124.0,carr1249,Carrier,crx,Athapaskan-Eyak-Tlingit,1880,1,Complete absence of agriculture,,with special reference to the Hwitsowitenne,Ray(1942); Jenness(1943); Morice(1893); ,1880,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,with special reference to the Hwitsowitenne,,1880,3,A high god present and active in human affairs but not offering positive support to human morality,"Jenness reports that the concept of a ""Superior Being"" antedates the introduction of Christianity",with special reference to the Hwitsowitenne,Ray(1942); Jenness(1943); Morice(1893); ,1880,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,with special reference to the Hwitsowitenne,Ray(1942); Jenness(1943); Morice(1893); 
Ethnographic Atlas,Baffin Island Inuit,Na13,xd1030,Baffinland (Na13),65.24,-64.63,65.0,-65.0,baff1240,Baffinland Eskimo,,Eskimo-Aleut,1880,1,Complete absence of agriculture,,,Boas(1901-07); Boas(1888); ,1880,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,1880,3,A high god present and active in human affairs but not offering positive support to human morality,"""Sedna...the mother of the sea-mammals...the principal deity...She has supreme sway over the destinies of mankind...""",,Boas(1901-07); Boas(1888); ,1880,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Boas(1901-07); Boas(1888); 
Ethnographic Atlas,Lhota,Ei2,xd707,Lhota (Ei2),27.0,94.0,27.0,94.0,loth1237,Lotha Naga,njh,Sino-Tibetan,1920,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,,Mills(1922); ,1920,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1920,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Mills(1922); ,1920,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Mills(1922); 
Ethnographic Atlas,Lesu,Ig4,xd856,Lesu (Ig4),-3.06,151.66,-3.0,153.0,nots1237,Notsi,ncf,Austronesian,1930,4,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",,Lesu Village,Powdermaker(1933); Powdermaker(1932); Powdermaker(1931b); Powdermaker(1931a); ,1930,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,Lesu Village,,1930,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Lesu Village,Powdermaker(1933); Powdermaker(1932); Powdermaker(1931b); Powdermaker(1931a); ,1930,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Lesu Village,Powdermaker(1933); Powdermaker(1932); Powdermaker(1931b); Powdermaker(1931a); 
Ethnographic Atlas,Karuk,Nb34,xd1095,Karok (Nb34),42.0,-123.0,42.0,-123.0,karo1304,Karok,kyh,Karok,1860,1,Complete absence of agriculture,,,Gifford(1922h); Kroeber(1925c); Driver(1939); ,1860,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1860,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Gifford(1922h); Kroeber(1925c); Driver(1939); ,1860,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Gifford(1922h); Kroeber(1925c); Driver(1939); 
Ethnographic Atlas,Tehuelche,Sg4,xd1386,Tehuelche (Sg4),-46.0,-70.0,-46.0,-70.0,tehu1242,Tehuelche,teh,Chonan,1870,1,Complete absence of agriculture,,Equestrian,Cooper(1946b); Musters(1972); Viedma(1837); Bourne(1874); Musters(1871); ,1870,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,Equestrian,,1870,2,A high god present but otiose or not concerned with human affairs,,Equestrian,Cooper(1946b); Musters(1972); Viedma(1837); Bourne(1874); Musters(1871); ,1870,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",But games of chance (dice) were borrowed from the Spaniards,Equestrian,Cooper(1946b); Musters(1972); Viedma(1837); Bourne(1874); Musters(1871); 
Ethnographic Atlas,Ainu,Ec7,xd635,Ainu (Ec7),44.0,144.0,44.0,144.0,ainu1240,Ainu (Japan),ain,Ainu,1900,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,Saru Basin in Hokkaido,Munro(1962); Cornell(1964); Sutherland(1948); Batchelor(1927); Batchelor(1895); Sugiura and Befu(1962); Watanabe(1964); Murdock(1934j); Hilger(1971); ,1900,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,Saru Basin in Hokkaido,,1900,1,A high god absent or not reported in substantial descriptions of religious beliefs,Subsequent observers have contradicted Batchelor's report of a belief in a high god,Saru Basin in Hokkaido,Munro(1962); Cornell(1964); Sutherland(1948); Batchelor(1927); Batchelor(1895); Sugiura and Befu(1962); Watanabe(1964); Murdock(1934j); Hilger(1971); ,1900,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Saru Basin in Hokkaido,Munro(1962); Cornell(1964); Sutherland(1948); Batchelor(1927); Batchelor(1895); Sugiura and Befu(1962); Watanabe(1964); Murdock(1934j); Hilger(1971); 
Ethnographic Atlas,Havasupai,Nd3,xd1163,Havasupai (Nd3),36.0,-112.0,36.0,-112.0,hava1249,Havasupai,,Cochimi-Yuman,1870,6,Intensive cultivation where it is largely dependent upon irrigation,,Havasupai Tribe,James(1903); Spier(1928); WPAWP(1940); Smithson(1959); Iliff(1954); Cushing(1882); ,1870,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,Havasupai Tribe,,1870,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Havasupai Tribe,James(1903); Spier(1928); WPAWP(1940); Smithson(1959); Iliff(1954); Cushing(1882); ,1870,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,Havasupai Tribe,James(1903); Spier(1928); WPAWP(1940); Smithson(1959); Iliff(1954); Cushing(1882); 
Ethnographic Atlas,Modoc,Nc9,xd1140,Modoc (Nc9),42.0,-122.0,42.0,-122.0,klam1254,Klamath-Modoc,kla,Klamath-Modoc,1860,1,Complete absence of agriculture,,,Ray(1963); Voegelin(1942); ,1860,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1860,1,A high god absent or not reported in substantial descriptions of religious beliefs,The creator was a culture hero rather than a high god,,Ray(1963); Voegelin(1942); ,1860,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Ray(1963); Voegelin(1942); 
Ethnographic Atlas,White Knife Shoshoni,Nd43,xd1178,White Knife (Nd43),41.0,-117.0,41.0,-117.0,west2622,Western Shoshoni,,Uto-Aztecan,1860,1,Complete absence of agriculture,,,Harris(1940); Steward(1941); ,1860,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1860,2,A high god present but otiose or not concerned with human affairs,,,Harris(1940); Steward(1941); ,1860,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Harris(1940); Steward(1941); 
